Unnamed: 0,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
413123,2004,2,4,5,1,2004-04-05,WN,19393,WN,N667SW,905,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,2110,2110.0,0.0,0.0,0.0,0.0,2100-2159,8.0,2118.0,2204.0,3.0,2210,2207.0,-3.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,60.0,57.0,46.0,1.0,256.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570593,2002,1,2,6,3,2002-02-06,DL,19790,DL,-N951Ã¦,1257,14057,1405701,34057,PDX,"Portland, OR",OR,41.0,Oregon,92,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,1040,1033.0,-7.0,0.0,0.0,-1.0,1000-1059,10.0,1043.0,1306.0,6.0,1315,1312.0,-3.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,95.0,99.0,83.0,1.0,630.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382267,2004,1,1,31,6,2004-01-31,UA,19977,UA,N933UA,1296,14576,1457602,34576,ROC,"Rochester, NY",NY,36.0,New York,22,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1724,1720.0,-4.0,0.0,0.0,-1.0,1700-1759,28.0,1748.0,1809.0,5.0,1815,1814.0,-1.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,111.0,114.0,81.0,1.0,528.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328937,2013,2,4,23,2,2013-04-23,WN,19393,WN,N490WN,500,13871,1387102,33316,OMA,"Omaha, NE",NE,31.0,Nebraska,65,15016,1501603,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,735,732.0,-3.0,0.0,0.0,-1.0,0700-0759,12.0,744.0,840.0,6.0,845,846.0,1.0,1.0,0.0,0.0,0800-0859,0.0,,0.0,70.0,74.0,56.0,1.0,342.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531732,1999,2,4,14,3,1999-04-14,AA,19805,AA,N167AA,21,12478,1247801,31703,JFK,"New York, NY",NY,36.0,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1800,1819.0,19.0,19.0,1.0,1.0,1800-1859,56.0,1915.0,2139.0,11.0,2059,2150.0,51.0,51.0,1.0,3.0,2000-2059,0.0,,0.0,359.0,391.0,324.0,1.0,2475.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576719,2014,3,9,28,7,2014-09-28,WN,19393,WN,N440LV,1153,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1715,1746.0,31.0,31.0,1.0,2.0,1700-1759,21.0,1807.0,2244.0,6.0,2210,2250.0,40.0,40.0,1.0,2.0,2200-2259,0.0,,0.0,175.0,184.0,157.0,1.0,1290.0,6,0.0,0.0,9.0,0.0,31.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982224,1992,2,4,29,3,1992-04-29,DL,19790,DL,,882,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,500,515.0,15.0,15.0,1.0,1.0,0001-0559,,,,,904,921.0,17.0,17.0,1.0,1.0,0900-0959,0.0,,0.0,124.0,126.0,,1.0,868.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227999,2011,2,6,15,3,2011-06-15,AA,19805,AA,N3ERAA,359,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,14908,1490802,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,740,737.0,-3.0,0.0,0.0,-1.0,0700-0759,12.0,749.0,825.0,19.0,840,844.0,4.0,4.0,0.0,0.0,0800-0859,0.0,,0.0,180.0,187.0,156.0,1.0,1205.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817925,1992,1,2,29,6,1992-02-29,DL,19790,DL,,900,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,13342,1334202,33342,MKE,"Milwaukee, WI",WI,55.0,Wisconsin,45,1441,1441.0,0.0,0.0,0.0,0.0,1400-1459,,,,,1455,1457.0,2.0,2.0,0.0,0.0,1400-1459,0.0,,0.0,74.0,76.0,,1.0,318.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774510,2008,3,9,19,5,2008-09-19,MQ,20398,MQ,N709GB,4704,15016,1501602,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,625,617.0,-8.0,0.0,0.0,-1.0,0600-0659,10.0,627.0,907.0,2.0,920,909.0,-11.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,115.0,112.0,100.0,1.0,667.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211871,1991,3,7,17,3,1991-07-17,UA,19977,UA,,1711,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1730,1728.0,-2.0,0.0,0.0,-1.0,1700-1759,,,,,1928,1918.0,-10.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,118.0,110.0,,1.0,679.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16853,2006,2,4,17,1,2006-04-17,DL,19790,DL,N3753,438,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,600,556.0,-4.0,0.0,0.0,-1.0,0600-0659,23.0,619.0,811.0,10.0,833,821.0,-12.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,153.0,145.0,112.0,1.0,745.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978743,2006,1,1,26,4,2006-01-26,OO,20304,OO,N778SK,6492,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,11109,1110901,30189,COS,"Colorado Springs, CO",CO,8.0,Colorado,82,1248,1249.0,1.0,1.0,0.0,0.0,1200-1259,18.0,1307.0,1552.0,5.0,1604,1557.0,-7.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,136.0,128.0,105.0,1.0,833.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606983,2012,4,12,17,1,2012-12-17,US,20355,US,N678AW,685,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,915,914.0,-1.0,0.0,0.0,-1.0,0900-0959,14.0,928.0,1149.0,3.0,1208,1152.0,-16.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,113.0,98.0,81.0,1.0,651.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303053,1993,2,5,12,3,1993-05-12,US,20355,US,,426,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,10874,1087401,30647,CAK,"Akron, OH",OH,39.0,Ohio,44,1335,1333.0,-2.0,0.0,0.0,-1.0,1300-1359,,,,,1414,1401.0,-13.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,39.0,28.0,,1.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541096,2004,3,8,18,3,2004-08-18,AS,19930,AS,N323AS,565,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1851,1912.0,21.0,21.0,1.0,1.0,1800-1859,12.0,1924.0,2042.0,8.0,2037,2050.0,13.0,13.0,0.0,0.0,2000-2059,0.0,,0.0,166.0,158.0,138.0,1.0,1024.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880611,2010,3,8,12,4,2010-08-12,OO,20304,OO,N794SK,6396,11267,1126701,31267,DAY,"Dayton, OH",OH,39.0,Ohio,44,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1554,1546.0,-8.0,0.0,0.0,-1.0,1500-1559,6.0,1552.0,1535.0,7.0,1601,1542.0,-19.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,67.0,56.0,43.0,1.0,240.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692244,1999,4,12,29,3,1999-12-29,AA,19805,AA,N439AA,1318,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,12391,1239101,31703,ISP,"Islip, NY",NY,36.0,New York,22,2030,2056.0,26.0,26.0,1.0,1.0,2000-2059,17.0,2113.0,2343.0,4.0,2335,2347.0,12.0,12.0,0.0,0.0,2300-2359,0.0,,0.0,125.0,111.0,90.0,1.0,773.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211345,1991,2,5,16,4,1991-05-16,TW,20211,TW,,449,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,656,655.0,-1.0,0.0,0.0,-1.0,0600-0659,,,,,832,837.0,5.0,5.0,0.0,0.0,0800-0859,0.0,,0.0,96.0,102.0,,1.0,448.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959008,1991,4,12,15,7,1991-12-15,TW,20211,TW,,450,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1320,1320.0,0.0,0.0,0.0,0.0,1300-1359,,,,,1648,1648.0,0.0,0.0,0.0,0.0,1600-1659,0.0,,0.0,148.0,148.0,,1.0,881.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70962,1988,1,2,1,1,1988-02-01,EA,19707,EA,,691,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,15304,1530401,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,1945,1945.0,0.0,0.0,0.0,0.0,1900-1959,,,,,2104,2104.0,0.0,0.0,0.0,0.0,2100-2159,0.0,,0.0,79.0,79.0,,1.0,406.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845053,2008,3,7,22,2,2008-07-22,FL,20437,FL,N295AT,497,12339,1233903,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,2113,29.0,196.0,196.0,1.0,12.0,2100-2159,12.0,41.0,129.0,5.0,2230,134.0,184.0,184.0,1.0,12.0,2200-2259,0.0,,0.0,257.0,245.0,228.0,1.0,1814.0,8,0.0,0.0,0.0,0.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14365,1994,2,5,25,3,1994-05-25,AA,19805,AA,,551,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,15370,1537001,34653,TUL,"Tulsa, OK",OK,40.0,Oklahoma,73,1717,1726.0,9.0,9.0,0.0,0.0,1700-1759,,,,,1822,1837.0,15.0,15.0,1.0,1.0,1800-1859,0.0,,0.0,65.0,71.0,,1.0,237.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898873,2007,2,5,17,4,2007-05-17,F9,20436,F9,N927FR,298,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,11638,1163802,31638,FAT,"Fresno, CA",CA,6.0,California,91,2145,2158.0,13.0,13.0,0.0,0.0,2100-2159,12.0,2210.0,2304.0,6.0,2300,2310.0,10.0,10.0,0.0,0.0,2300-2359,0.0,,0.0,135.0,132.0,114.0,1.0,844.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695294,2007,3,9,28,5,2007-09-28,9E,20363,9E,87189E,5969,11995,1199501,31995,GSO,"Greensboro/High Point, NC",NC,37.0,North Carolina,36,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,1245,1240.0,-5.0,0.0,0.0,-1.0,1200-1259,25.0,1305.0,1333.0,6.0,1335,1339.0,4.0,4.0,0.0,0.0,1300-1359,0.0,,0.0,110.0,119.0,88.0,1.0,570.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909228,1996,3,7,13,6,1996-07-13,WN,19393,WN,N307,1552,14893,1489301,33192,SMF,"Sacramento, CA",CA,6.0,California,91,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,910,910.0,0.0,0.0,0.0,0.0,0900-0959,7.0,917.0,1027.0,2.0,1030,1029.0,-1.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,80.0,79.0,70.0,1.0,480.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502759,2004,2,6,4,5,2004-06-04,UA,19977,UA,N519UA,155,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1005,1004.0,-1.0,0.0,0.0,-1.0,1000-1059,15.0,1019.0,1229.0,4.0,1256,1233.0,-23.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,351.0,329.0,310.0,1.0,2419.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767153,1997,2,5,21,3,1997-05-21,DL,19790,DL,N683DA,277,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1745,1749.0,4.0,4.0,0.0,0.0,1700-1759,22.0,1811.0,1930.0,4.0,2000,1934.0,-26.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,315.0,285.0,259.0,1.0,2139.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208088,2000,4,10,10,2,2000-10-10,WN,19393,WN,N697,249,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35.0,New Mexico,86,900,900.0,0.0,0.0,0.0,0.0,0900-0959,8.0,908.0,1129.0,2.0,1140,1131.0,-9.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,100.0,91.0,81.0,1.0,628.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612442,2017,2,4,25,2,2017-04-25,OO,20304,OO,N947SW,3017,11267,1126702,31267,DAY,"Dayton, OH",OH,39.0,Ohio,44,13930,1393004,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1530,1542.0,12.0,12.0,0.0,0.0,1500-1559,11.0,1553.0,1535.0,5.0,1546,1540.0,-6.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,76.0,58.0,42.0,1.0,240.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54324,2013,1,1,28,1,2013-01-28,EV,20366,EV,N849AS,5533,10980,1098002,30980,CHA,"Chattanooga, TN",TN,47.0,Tennessee,54,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1155,1148.0,-7.0,0.0,0.0,-1.0,1100-1159,9.0,1157.0,1227.0,9.0,1249,1236.0,-13.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,54.0,48.0,30.0,1.0,106.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117925,2007,3,9,9,7,2007-09-09,HA,19690,HA,N476HA,197,13830,1383001,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,2010,2011.0,1.0,1.0,0.0,0.0,2000-2059,5.0,2016.0,2037.0,6.0,2044,2043.0,-1.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,34.0,32.0,21.0,1.0,100.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064193,2003,3,8,12,2,2003-08-12,AS,19930,AS,N705AS,578,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1835,1846.0,11.0,11.0,0.0,0.0,1800-1859,11.0,1857.0,2213.0,8.0,2210,2221.0,11.0,11.0,0.0,0.0,2200-2259,0.0,,0.0,155.0,155.0,136.0,1.0,1024.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501256,2001,3,8,24,5,2001-08-24,DL,19790,DL,-N324D,2498,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,10529,1052902,30529,BDL,"Hartford, CT",CT,9.0,Connecticut,11,700,704.0,4.0,4.0,0.0,0.0,0700-0759,16.0,720.0,948.0,6.0,945,954.0,9.0,9.0,0.0,0.0,0900-0959,0.0,,0.0,165.0,170.0,148.0,1.0,1050.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327916,2001,1,1,30,2,2001-01-30,UA,19977,UA,N976Ã¤1,482,10135,1013501,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,42.0,Pennsylvania,23,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1336,1349.0,13.0,13.0,0.0,0.0,1300-1359,38.0,1427.0,1517.0,6.0,1445,1523.0,38.0,38.0,1.0,2.0,1400-1459,0.0,,0.0,129.0,154.0,110.0,1.0,654.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561473,1988,1,1,28,4,1988-01-28,DL,19790,DL,,1517,14869,1486901,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,1455,1455.0,0.0,0.0,0.0,0.0,1400-1459,,,,,1535,1548.0,13.0,13.0,0.0,0.0,1500-1559,0.0,,0.0,100.0,113.0,,1.0,585.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921851,1988,2,6,18,6,1988-06-18,EA,19707,EA,,1698,14193,1419301,33728,PNS,"Pensacola, FL",FL,12.0,Florida,33,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,935,1020.0,45.0,45.0,1.0,3.0,0900-0959,,,,,1140,1215.0,35.0,35.0,1.0,2.0,1100-1159,0.0,,0.0,65.0,55.0,,1.0,272.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103306,2001,1,1,8,1,2001-01-08,UA,19977,UA,N392Ã¤1,2931,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,11109,1110901,30189,COS,"Colorado Springs, CO",CO,8.0,Colorado,82,1526,1602.0,36.0,36.0,1.0,2.0,1500-1559,10.0,1612.0,1626.0,6.0,1604,1632.0,28.0,28.0,1.0,1.0,1600-1659,0.0,,0.0,38.0,30.0,14.0,1.0,73.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407877,1999,2,4,16,5,1999-04-16,UA,19977,UA,N336UA,1243,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,2220,2305.0,45.0,45.0,1.0,3.0,2200-2259,16.0,2321.0,6.0,4.0,2325,10.0,45.0,45.0,1.0,3.0,2300-2359,0.0,,0.0,65.0,65.0,45.0,1.0,258.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405556,2014,1,3,14,5,2014-03-14,UA,19977,UA,N579UA,215,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1637,1643.0,6.0,6.0,0.0,0.0,1600-1659,23.0,1706.0,1835.0,7.0,1845,1842.0,-3.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,248.0,239.0,209.0,1.0,1546.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108963,2004,2,4,24,6,2004-04-24,MQ,20398,MQ,N390MQ,3281,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,12891,1289101,32891,LAW,"Lawton/Fort Sill, OK",OK,40.0,Oklahoma,73,1359,1424.0,25.0,25.0,1.0,1.0,1300-1359,18.0,1442.0,1517.0,5.0,1454,1522.0,28.0,28.0,1.0,1.0,1400-1459,0.0,,0.0,55.0,58.0,35.0,1.0,140.0,1,25.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69037,1997,3,9,7,7,1997-09-07,DL,19790,DL,N531DA,376,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,14683,1468301,33214,SAT,"San Antonio, TX",TX,48.0,Texas,74,1150,1152.0,2.0,2.0,0.0,0.0,1100-1159,9.0,1201.0,1247.0,4.0,1300,1251.0,-9.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,130.0,119.0,106.0,1.0,874.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748822,2010,4,10,6,3,2010-10-06,OO,20304,OO,N800SK,4860,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1705,1704.0,-1.0,0.0,0.0,-1.0,1700-1759,31.0,1735.0,2112.0,9.0,2114,2121.0,7.0,7.0,0.0,0.0,2100-2159,0.0,,0.0,189.0,197.0,157.0,1.0,1249.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217757,1999,1,2,6,6,1999-02-06,AA,19805,AA,N451AA,1095,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,630,641.0,11.0,11.0,0.0,0.0,0600-0659,15.0,656.0,810.0,5.0,824,815.0,-9.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,174.0,154.0,134.0,1.0,936.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284301,1992,4,11,13,5,1992-11-13,US,20355,US,,1755,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,10994,1099401,30994,CHS,"Charleston, SC",SC,45.0,South Carolina,37,1125,1125.0,0.0,0.0,0.0,0.0,1100-1159,,,,,1254,1310.0,16.0,16.0,1.0,1.0,1200-1259,0.0,,0.0,89.0,105.0,,1.0,444.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771290,1990,4,10,12,5,1990-10-12,DL,19790,DL,,1726,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,11252,1125201,31252,DAB,"Daytona Beach, FL",FL,12.0,Florida,33,1645,1656.0,11.0,11.0,0.0,0.0,1600-1659,,,,,1757,1808.0,11.0,11.0,0.0,0.0,1700-1759,0.0,,0.0,72.0,72.0,,1.0,366.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803140,2002,1,2,16,6,2002-02-16,WN,19393,WN,N374@@,1739,13891,1389101,32575,ONT,"Ontario, CA",CA,6.0,California,91,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,1125,1125.0,0.0,0.0,0.0,0.0,1100-1159,10.0,1135.0,1235.0,3.0,1235,1238.0,3.0,3.0,0.0,0.0,1200-1259,0.0,,0.0,70.0,73.0,60.0,1.0,362.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701179,1994,2,4,4,1,1994-04-04,US,20355,US,,748,12339,1233902,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1540,1540.0,0.0,0.0,0.0,0.0,1500-1559,,,,,1815,1830.0,15.0,15.0,1.0,1.0,1800-1859,0.0,,0.0,95.0,110.0,,1.0,587.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
